1,青岛科技大学,B05,7,纳米生物化学分析方法 ( B050902 ) ,肿瘤标志物的光电化学传感分析方法,200万元,2011年01月01日 至 2014年12月31日,张书圣,http://fund.sciencenet.cn/index.php/item/view/43333
2,青岛科技大学,B07,7,水污染控制化学 ( B070302 ) ,窄分布金属纳米簇催化剂的制备及其在氯代芳烃转化中的应用,36万元,2011年01月01日 至 2013年12月31日,刘漫红,http://fund.sciencenet.cn/index.php/item/view/48627
4,青岛科技大学,C16,6,林产化学 ( C1604 ) ,新一类双功能离子液体催化松香/松节油反应机制的研究,21万元,2011年01月01日 至 2013年12月31日,李露,http://fund.sciencenet.cn/index.php/item/view/37674
7,青岛科技大学,A01,5,组合设计 ( A011601 ) ,邻近点不出现的平衡设计,17万元,2011年01月01日 至 2013年12月31日,张晶,http://fund.sciencenet.cn/index.php/item/view/37664
17,青岛科技大学,C16,8,林产化学 ( C1604 ) ,优良性状纤维素酶-离子液体耦合催化纤维素糖化反应规律研究,32万元,2011年01月01日 至 2013年12月31日,于世涛,http://fund.sciencenet.cn/index.php/item/view/48628
18,青岛科技大学,E05,8,机械传动 ( E050201 ) ,基于聚氨酯基带式啮合介质齿轮传动机理与实验研究,35万元,2011年01月01日 至 2013年12月31日,樊智敏,http://fund.sciencenet.cn/index.php/item/view/48637
19,青岛科技大学,E04,8,矿山岩体力学与岩层控制 ( E0409 ) ,沥青、橡塑、软岩流变软化理论及相似模拟的研究,42万元,2011年01月01日 至 2013年12月31日,王永岩,http://fund.sciencenet.cn/index.php/item/view/48636
20,青岛科技大学,E03,8,热塑弹性体 ( E030203 ) ,s-PB/TPB/TPI釜内共混及硫化交联过程中相转变的控制机制,38万元,2011年01月01日 至 2013年12月31日,宗成中,http://fund.sciencenet.cn/index.php/item/view/48635
21,青岛科技大学,E03,8,高性能橡胶 ( E030202 ) ,反式聚异戊二烯对丁苯橡胶动态性能的改善及机理研究,35万元,2011年01月01日 至 2013年12月31日,杜爱华,http://fund.sciencenet.cn/index.php/item/view/48634
22,青岛科技大学,E03,8,加工与成型中的化学与物理问题 ( E031501 ) ,硫化橡胶化学-物理交联复合网络结构的形成与演变,37万元,2011年01月01日 至 2013年12月31日,赵树高,http://fund.sciencenet.cn/index.php/item/view/48633
23,青岛科技大学,E03,8,光电磁信息功能材料 ( E030901 ) ,功能化蒽中心十字交叉共轭分子体系的构筑、聚集行为及其金属离子单/双光子荧光传感性质研究,38万元,2011年01月01日 至 2013年12月31日,杨文君,http://fund.sciencenet.cn/index.php/item/view/48632
