49,南京师范大学,J01,1, ( J0106 ) ,南京师范大学生物学国家基础科学人才培养基地建设,120万元,2008年01月01日 至 2010年12月31日,袁生,http://fund.sciencenet.cn/index.php/item/view/166114
52,南京师范大学,B01,1,无机化合物结构与性质 ( B010601 ) ,对水稳定且储氢性能高的金属有机骨架化合物的合成、表征和性能研究,35万元,2011年01月01日 至 2013年12月31日,方敏,http://fund.sciencenet.cn/index.php/item/view/3058
54,南京师范大学,C20,1,食品检验学 ( C200103 ) ,基于三维大孔径光子晶体微球液相芯片技术高通量检测农产品中真菌毒素的研究,33万元,2011年01月01日 至 2013年12月31日,李建林,http://fund.sciencenet.cn/index.php/item/view/3022
55,南京师范大学,F03,1,网络化系统分析与控制 ( F030103 ) ,网络控制系统的随机建模、分析与综合,19万元,2010年01月01日 至 2012年12月31日,田恩刚,http://fund.sciencenet.cn/index.php/item/view/317788
56,南京师范大学,D01,1,城市地理学 ( D010203 ) ,中国城市空间生产的过程与驱动机制研究,18万元,2011年01月01日 至 2013年12月31日,叶超,http://fund.sciencenet.cn/index.php/item/view/2697
57,南京师范大学,D01,1,土壤生物学 ( D010504 ) ,设施栽培蔬菜地氮素利用效率降低的土壤微生物学机制,22万元,2011年01月01日 至 2013年12月31日,申卫收,http://fund.sciencenet.cn/index.php/item/view/1932
59,南京师范大学,C04,1,动物进化 ( C040204 ) ,对极端气候的适应：沙蜥属蜥蜴的卵胎生进化,36万元,2011年01月01日 至 2013年12月31日,计翔,http://fund.sciencenet.cn/index.php/item/view/1578
128,南京师范大学,B04,6,医用与药用高分子 ( B040303 ) ,第三次中欧再生医学生物材料大会,6万元,2011年01月01日 至 2011年12月31日,沈健,http://fund.sciencenet.cn/index.php/item/view/18167
2,南京师范大学,D01,9,污染物区域空间过程与生态风险 ( D010903 ) ,基于多途径多环芳烃暴露的临汾市人群健康风险分析,21万元,2011年01月01日 至 2013年12月31日,夏忠欢,http://fund.sciencenet.cn/index.php/item/view/37476
151,南京师范大学,D01,9,空间数据组织与管理 ( D010701 ) ,像素无损的矢量地理数据高效传输机制研究,18万元,2011年01月01日 至 2013年12月31日,温永宁,http://fund.sciencenet.cn/index.php/item/view/37474
152,南京师范大学,D01,9,城市地理学 ( D010203 ) ,基于ESDA的近百年来南京城市社会空间分异格局演变研究,18万元,2011年01月01日 至 2013年12月31日,徐旳,http://fund.sciencenet.cn/index.php/item/view/37473
153,南京师范大学,D01,9,经济地理学 ( D010201 ) ,区域可达性空间分析方法与实证研究,18万元,2011年01月01日 至 2013年12月31日,张莉,http://fund.sciencenet.cn/index.php/item/view/37472
154,南京师范大学,C04,9,动物进化 ( C040204 ) ,中华绒螯蟹Hox基因对短尾化发育的调控模式研究,20万元,2011年01月01日 至 2013年12月31日,李鹏,http://fund.sciencenet.cn/index.php/item/view/37471
155,南京师范大学,C04,9,动物进化 ( C040204 ) ,鲸类渗透调节机制的研究：基于Na+，K+-ATP酶和水通道蛋白基因分析,19万元,2011年01月01日 至 2013年12月31日,徐士霞,http://fund.sciencenet.cn/index.php/item/view/37470
156,南京师范大学,C04,9,动物系统学 ( C040202 ) ,无蹼壁虎两大线粒体支系分类地位的界定,20万元,2011年01月01日 至 2013年12月31日,严洁,http://fund.sciencenet.cn/index.php/item/view/37469
157,南京师范大学,C01,9,动物病原细菌与放线菌生物学 ( C010602 ) ,水生甲壳动物新型病原微生物-螺原体非编码RNA的鉴定与分析,20万元,2011年01月01日 至 2013年12月31日,欧江涛,http://fund.sciencenet.cn/index.php/item/view/37468
158,南京师范大学,B05,9,电化学传感器 ( B050206 ) ,过氧化物模拟酶电化学传感器的研究,19万元,2011年01月01日 至 2013年12月31日,陈煜,http://fund.sciencenet.cn/index.php/item/view/37467
