69,青岛科技大学,A06,13,NSFC-中物院联合基金 ( A06 ) ,高强度可溶性聚酰亚胺的合成与性能研究,33万元,2006年01月01日 至 2008年12月31日,林润雄,http://fund.sciencenet.cn/index.php/item/view/142337
70,青岛科技大学,E05,13,机构学与机器组成原理 ( E050101 ) ,扩展到非定心式等角速万向联轴器机构的新理论和方法研究,8万元,2005年01月01日 至 2005年12月31日,常德功,http://fund.sciencenet.cn/index.php/item/view/133808
76,青岛科技大学,B06,13,催化剂工程 ( B060409 ) ,组装烟道气同时脱硫脱氮耐氧催化剂反应机理的研究,8万元,2005年01月01日 至 2005年12月31日,王广建,http://fund.sciencenet.cn/index.php/item/view/133806
1,青岛科技大学,E02,24,磁性材料及巨磁阻材料 ( E021102 ) ,不同表面修饰及尺寸纳米磁性氧化铁粒子的生物相容性研究,26万元,2007年01月01日 至 2009年12月31日,陈克正,http://fund.sciencenet.cn/index.php/item/view/301194
4,青岛科技大学,B04,18,高分子合成化学 ( B0401 ) ,原位聚合法合成反-1，4和3，4-聚异戊二烯复合异戊橡胶,29万元,2007年01月01日 至 2009年12月31日,姚薇,http://fund.sciencenet.cn/index.php/item/view/248670
5,青岛科技大学,B05,17,电化学分析 ( B0502 ) ,转基因植物产品电化学生物传感器,32万元,2004年01月01日 至 2006年12月31日,焦奎,http://fund.sciencenet.cn/index.php/item/view/245902
7,青岛科技大学,E03,23,橡胶及弹性体 ( E0302 ) ,钼系高乙烯基聚丁二烯橡胶的支化改性,26万元,2007年01月01日 至 2009年12月31日,华静,http://fund.sciencenet.cn/index.php/item/view/300592
27,青岛科技大学,F05,26,光学和光电子材料 ( F0509 ) ,光学波段准晶结构光子晶体的制作研究,8万元,2007年01月01日 至 2007年12月31日,王霞,http://fund.sciencenet.cn/index.php/item/view/313497
85,青岛科技大学,B06,19,流态化技术和多相流反应工程 ( B060404 ) ,超细可吸入颗粒气固射流-声场耦合包裹团聚脱除机理研究,27万元,2007年01月01日 至 2009年12月31日,郭庆杰,http://fund.sciencenet.cn/index.php/item/view/248877
86,青岛科技大学,B04,19,高分子加工原理与新方法 ( B040701 ) ,橡胶硫化过程中的多尺度结构动力学演化,30万元,2007年01月01日 至 2009年12月31日,张萍,http://fund.sciencenet.cn/index.php/item/view/248671
96,青岛科技大学,E06,23,火灾 ( E060408 ) ,带电电缆燃烧火蔓延特性机理的研究,25万元,2006年01月01日 至 2008年12月31日,夏云春,http://fund.sciencenet.cn/index.php/item/view/300176
97,青岛科技大学,E03,23,加工与成型中的化学与物理问题 ( E031501 ) ,高速流场中聚合物熔体的异常流变性质与非线性粘弹性,26万元,2006年01月01日 至 2008年12月31日,吴其晔,http://fund.sciencenet.cn/index.php/item/view/299740
98,青岛科技大学,E03,23,有机高分子功能材料 ( E0309 ) ,新型共轭高分子-聚2，6-蒽基乙烯及其衍生物的设计合成和光电性能研究,26万元,2006年01月01日 至 2008年12月31日,杨文君,http://fund.sciencenet.cn/index.php/item/view/299739
99,青岛科技大学,E02,23,其他无机非金属材料 ( E0213 ) ,大量SiC一维纳米材料及阵列的低成本合成、机理及物性研究,29万元,2006年01月01日 至 2008年12月31日,李镇江,http://fund.sciencenet.cn/index.php/item/view/299628
100,青岛科技大学,E05,23,机构学与机器组成原理 ( E050101 ) ,聚合物共混物的混炼成型理论与方法的研究,26万元,2004年01月01日 至 2006年12月31日,汪传生,http://fund.sciencenet.cn/index.php/item/view/297476
102,青岛科技大学,D01,23,遥感机理与方法 ( D0106 ) ,二氧化硫污染环境下水稻光谱特征农学机理研究,19万元,2007年01月01日 至 2009年12月31日,张金恒,http://fund.sciencenet.cn/index.php/item/view/289472
105,青岛科技大学,C02,22,植物系统发育 ( C020301 ) ,小麦族拟鹅观草属分子系统发育与基因组分化研究,20万元,2007年01月01日 至 2009年12月31日,刘全兰,http://fund.sciencenet.cn/index.php/item/view/264819
106,青岛科技大学,C16,22,林产化学 ( C1604 ) ,室温离子液体条件下松香和松节油催化反应规律的研究,32万元,2006年01月01日 至 2008年12月31日,于世涛,http://fund.sciencenet.cn/index.php/item/view/263912
107,青岛科技大学,C16,22,林产化学 ( C1604 ) ,超临界流体条件下中孔材料催化松香反应基本规律的研究,22万元,2004年01月01日 至 2006年12月31日,于世涛,http://fund.sciencenet.cn/index.php/item/view/258046
123,青岛科技大学,B06,18,精细有机化工 ( B060702 ) ,氨基酸型两性水溶性手性膦配体的设计合成及其在不对称催化氢化中的应用,30万元,2007年01月01日 至 2009年12月31日,金欣,http://fund.sciencenet.cn/index.php/item/view/248050
124,青岛科技大学,B02,18,有机化学 ( B02 ) ,基于芳磺酰胺的新型有机管状组装体的构筑及其性能研究,22万元,2007年01月01日 至 2009年12月31日,胡志强,http://fund.sciencenet.cn/index.php/item/view/247903
125,青岛科技大学,B01,18,功能配合物化学 ( B010303 ) ,V -Cu(Ag)-S(Se)簇合物的合成、结构及三阶非线性光学性能的研究,30万元,2007年01月01日 至 2009年12月31日,刘法谦,http://fund.sciencenet.cn/index.php/item/view/247870
126,青岛科技大学,B02,18,有机合成 ( B0201 ) ,具有生物活性的某些含氮杂环化合物的合成方法学研究,26万元,2006年01月01日 至 2008年12月31日,李明,http://fund.sciencenet.cn/index.php/item/view/247312
127,青岛科技大学,B05,18,质谱分析 ( B0505 ) ,纳米沸石材料分离富集低丰度蛋白/多肽以及MALDI质谱鉴定的新方法研究,25万元,2006年01月01日 至 2008年12月31日,于锡娟,http://fund.sciencenet.cn/index.php/item/view/247003
128,青岛科技大学,B06,18,环境友好的化工过程 ( B061103 ) ,水分散型聚合物水处理剂的研制及其稳定机理,25万元,2005年01月01日 至 2007年12月31日,武玉民,http://fund.sciencenet.cn/index.php/item/view/246755
129,青岛科技大学,B05,18,电化学分析 ( B0502 ) ,伏安酶联免疫分析体系酶催化反应的研究及其在食品中生物毒素检测技术中的应用,10万元,2005年01月01日 至 2005年12月31日,张书圣,http://fund.sciencenet.cn/index.php/item/view/246673
130,青岛科技大学,B05,18,电化学分析 ( B0502 ) ,量子点标记寡核苷酸探针的基因电化学分析,20万元,2005年01月01日 至 2007年12月31日,孙伟,http://fund.sciencenet.cn/index.php/item/view/246155
131,青岛科技大学,B06,18,环境治理中的物理化学原理 ( B061101 ) ,强酸性中孔分子筛催化废聚烯烃裂解反应规律的研究,22万元,2004年01月01日 至 2006年12月31日,刘福胜,http://fund.sciencenet.cn/index.php/item/view/245964
138,青岛科技大学,E03,24,聚合物共混与复合材料 ( E0307 ) ,塑料粘结磁体注塑加工成型过程中的结构演变,30万元,2007年01月01日 至 2009年12月31日,赵树高,http://fund.sciencenet.cn/index.php/item/view/301332
