9,哈尔滨工程大学,E06,26,水能、海洋能、潮汐能利用中的工程热物理问题 ( E060704 ) ,水流转换装置非定常流场分析方法,1万元,2007年01月01日 至 2008年12月31日,张亮,http://fund.sciencenet.cn/index.php/item/view/163443
89,哈尔滨工程大学,F03,26,微型机器人与特种机器人 ( F030604 ) ,下肢康复训练机器人关键技术研究,25万元,2006年01月01日 至 2008年12月31日,张今瑜,http://fund.sciencenet.cn/index.php/item/view/151279
79,哈尔滨工程大学,A04,38,线性与非线性声学 ( A040501 ) ,流声耦合问题求解的边界元法及其应用研究,32万元,2005年01月01日 至 2007年12月31日,季振林,http://fund.sciencenet.cn/index.php/item/view/236175
81,哈尔滨工程大学,A02,38,水动力学 ( A020402 ) ,强非线性自由表面流对船舶作用的SPH模拟方法,38万元,2006年01月01日 至 2008年12月31日,段文洋,http://fund.sciencenet.cn/index.php/item/view/237040
82,哈尔滨工程大学,A04,38,语言声学、乐声及声学信号处理 ( A040506 ) ,基于二维经验模态分解技术的水下声图象处理方法研究,24万元,2006年01月01日 至 2008年12月31日,刘卓夫,http://fund.sciencenet.cn/index.php/item/view/236585
85,哈尔滨工程大学,A04,38,水声和海洋声学及空气动力声学 ( A040502 ) ,浅海表层海底声学特性快速反演技术研究,20万元,2005年01月01日 至 2007年12月31日,孙大军,http://fund.sciencenet.cn/index.php/item/view/235648
9,哈尔滨工程大学,E02,40,先进结构陶瓷 ( E020301 ) ,MoSi2金属间化合物的强韧化实现机制及宏微观双尺度理论研究,25万元,2006年01月01日 至 2008年12月31日,乔英杰,http://fund.sciencenet.cn/index.php/item/view/299606
90,哈尔滨工程大学,E06,40,多相流流动 ( E060502 ) ,摇摆对气液两相流流型影响的研究,24万元,2004年01月01日 至 2006年12月31日,阎昌琪,http://fund.sciencenet.cn/index.php/item/view/297572
103,哈尔滨工程大学,E03,41,有机无机复合功能材料 ( E030905 ) ,Mg-Li合金表面有机-无机纳米涂层的合成及其防腐蚀作用机制研究,25万元,2007年01月01日 至 2009年12月31日,张春红,http://fund.sciencenet.cn/index.php/item/view/300586
104,哈尔滨工程大学,E01,41,金属常温腐蚀与防护 ( E011101 ) ,原子氢对AZ91D镁合金微电偶腐蚀演化过程的影响机理,29万元,2007年01月01日 至 2009年12月31日,张涛,http://fund.sciencenet.cn/index.php/item/view/300512
105,哈尔滨工程大学,E09,41,船舶和水下航行器 ( E091002 ) ,仿生水下机器人仿胸鳍操纵系统的推进机理与性能研究,26万元,2006年01月01日 至 2008年12月31日,苏玉民,http://fund.sciencenet.cn/index.php/item/view/300406
